ID,Weekly_Sales
1_5_2013-05-10,6279.063992
1_5_2013-05-17,6440.205825
1_5_2013-05-24,6731.045255
1_5_2013-05-31,6721.068683
1_5_2013-06-07,6640.80922
1_5_2013-06-14,6668.963616
1_5_2013-06-21,6796.055348
1_5_2013-06-28,6903.227704
1_5_2013-07-05,6691.708707
1_5_2013-07-12,6744.364834
1_5_2013-07-19,6879.54502
1_5_2013-07-26,7035.710062
1_6_2012-11-02,4762.766524
1_6_2012-11-09,4892.96417
1_6_2012-11-16,4720.803635
1_6_2012-11-23,7166.246823
1_6_2012-11-30,4640.192125
1_6_2012-12-07,4832.427944
1_6_2012-12-14,4423.929837
1_6_2012-12-21,4578.180895
1_6_2012-12-28,4551.31111
1_6_2013-01-04,4071.709987
1_6_2013-01-11,4440.961713
1_6_2013-01-18,4344.80339
1_6_2013-01-25,4522.391911
1_6_2013-02-01,4560.786196
1_6_2013-02-08,5826.405219
1_6_2013-02-15,5198.374741
1_6_2013-02-22,5058.334516
1_6_2013-03-01,5082.576164
1_6_2013-03-08,4973.24411
1_6_2013-03-15,4958.196269
1_6_2013-03-22,5209.504087
1_6_2013-03-29,5082.711594
1_6_2013-04-05,5096.030455
1_6_2013-04-12,4976.896774
1_6_2013-04-19,4977.0807
1_6_2013-04-26,4823.637194
1_6_2013-05-03,6143.911827
1_6_2013-05-10,6092.416016
1_6_2013-05-17,6243.426808
1_6_2013-05-24,6518.996751
1_6_2013-05-31,6509.572676
1_6_2013-06-07,6433.407732
1_6_2013-06-14,6458.388678
1_6_2013-06-21,6579.053044
1_6_2013-06-28,6680.953321
1_6_2013-07-05,6479.857779
1_6_2013-07-12,6532.373807
1_6_2013-07-19,6658.435264
1_6_2013-07-26,6805.559172
1_7_2012-11-02,4622.904477
1_7_2012-11-09,4776.907665
1_7_2012-11-16,4554.72273
1_7_2012-11-23,7175.929544
1_7_2012-11-30,4481.768595
1_7_2012-12-07,4693.720826
1_7_2012-12-14,4276.524651
1_7_2012-12-21,4423.76495
1_7_2012-12-28,4451.830975
1_7_2013-01-04,3946.231563
1_7_2013-01-11,4291.513219
1_7_2013-01-18,4201.746339
1_7_2013-01-25,4367.415924
1_7_2013-02-01,4398.927696
1_7_2013-02-08,5667.932115
1_7_2013-02-15,5034.609442
1_7_2013-02-22,4903.067551
1_7_2013-03-01,4959.56494
1_7_2013-03-08,4855.013895
1_7_2013-03-15,4840.246255
1_7_2013-03-22,5080.690918
1_7_2013-03-29,4961.702726
1_7_2013-04-05,4974.601645
1_7_2013-04-12,4860.377938
1_7_2013-04-19,4861.756308
1_7_2013-04-26,4702.925051
1_7_2013-05-03,5966.700499
1_7_2013-05-10,5918.153259
1_7_2013-05-17,6058.361605
1_7_2013-05-24,6318.464484
1_7_2013-05-31,6309.656132
1_7_2013-06-07,6237.73371
1_7_2013-06-14,6259.731599
1_7_2013-06-21,6373.036752
1_7_2013-06-28,6469.241775
1_7_2013-07-05,6279.93908
1_7_2013-07-12,6331.595108
1_7_2013-07-19,6447.98031
1_7_2013-07-26,6586.229049
1_8_2012-11-02,4460.164783
1_8_2012-11-09,4605.693345
1_8_2012-11-16,4400.791029
1_8_2012-11-23,7045.072349
1_8_2012-11-30,4335.242448
1_8_2012-12-07,4530.566579
1_8_2012-12-14,4139.739061
1_8_2012-12-21,4280.421592
1_8_2012-12-28,4320.934983
1_8_2013-01-04,3829.53347
1_8_2013-01-11,4152.833402
1_8_2013-01-18,4068.980189
1_8_2013-01-25,4224.560402
1_8_2013-02-01,4249.130747
1_8_2013-02-08,5518.130856
1_8_2013-02-15,4844.230489
1_8_2013-02-22,4716.092316
1_8_2013-03-01,4789.66361
1_8_2013-03-08,4694.414142
1_8_2013-03-15,4705.870748
1_8_2013-03-22,4958.678716
1_8_2013-03-29,4782.385224
1_8_2013-04-05,4859.479141
1_8_2013-04-12,4749.867245
1_8_2013-04-19,4752.34199
1_8_2013-04-26,4535.692451
1_8_2013-05-03,5799.373421
1_8_2013-05-10,5753.185612
1_8_2013-05-17,5885.254495
1_8_2013-05-24,6129.389542
1_8_2013-05-31,6121.110696
1_8_2013-06-07,6053.820203
1_8_2013-06-14,6072.828569
1_8_2013-06-21,6179.091351
1_8_2013-06-28,6269.58747
1_8_2013-07-05,6091.630737
1_8_2013-07-12,6142.284509
1_8_2013-07-19,6249.58978
1_8_2013-07-26,6378.123468
1_9_2012-11-02,4309.461853
1_9_2012-11-09,4447.177492
1_9_2012-11-16,4258.017771
1_9_2012-11-23,6908.4732
1_9_2012-11-30,4199.58197
1_9_2012-12-07,4379.322287
1_9_2012-12-14,4012.723485
1_9_2012-12-21,4147.270345
1_9_2012-12-28,4179.394248
1_9_2013-01-04,3720.938918
1_9_2013-01-11,4024.061544
1_9_2013-01-18,3946.217193
1_9_2013-01-25,4091.951595
1_9_2013-02-01,4110.387347
1_9_2013-02-08,5348.868239
1_9_2013-02-15,4668.43094
1_9_2013-02-22,4543.556384
1_9_2013-03-01,4613.707077
1_9_2013-03-08,4524.842587
1_9_2013-03-15,4534.933395
1_9_2013-03-22,4830.769014
1_9_2013-03-29,4609.440127
1_9_2013-04-05,4695.371853
1_9_2013-04-12,4587.214485
1_9_2013-04-19,4601.679653
1_9_2013-04-26,4380.838962
1_9_2013-05-03,5640.956357
1_9_2013-05-10,5597.006919
1_9_2013-05-17,5721.470875
1_9_2013-05-24,5953.15676
1_9_2013-05-31,5945.311866
1_9_2013-06-07,5881.74229
1_9_2013-06-14,5898.367516
1_9_2013-06-21,5997.846214
1_9_2013-06-28,6081.7217
1_9_2013-07-05,5916.110311
1_9_2013-07-12,5965.605562
1_9_2013-07-19,6063.184645
1_9_2013-07-26,6182.358919
1_10_2012-11-02,4169.799897
1_10_2012-11-09,4300.302531
1_10_2012-11-16,4125.503082
1_10_2012-11-23,6760.229927
1_10_2012-11-30,4073.518717
1_10_2012-12-07,4239.018026
1_10_2012-12-14,3894.703421
1_10_2012-12-21,4023.508328
1_10_2012-12-28,4048.101305
1_10_2013-01-04,3619.830387
1_10_2013-01-11,3904.411289
1_10_2013-01-18,3832.31428
1_10_2013-01-25,3968.774047
1_10_2013-02-01,3981.785406
1_10_2013-02-08,5133.239276
1_10_2013-02-15,4505.954204
1_10_2013-02-22,4384.197775
1_10_2013-03-01,4451.1276
1_10_2013-03-08,4368.07655
1_10_2013-03-15,4376.930525
1_10_2013-03-22,4653.037519
1_10_2013-03-29,4449.515011
1_10_2013-04-05,4530.176454
1_10_2013-04-12,4428.304197
1_10_2013-04-19,4443.157335
1_10_2013-04-26,4237.338979
1_10_2013-05-03,5491.00458
1_10_2013-05-10,5449.180354
1_10_2013-05-17,5566.534044
1_10_2013-05-24,5786.815053
1_10_2013-05-31,5779.280535
1_10_2013-06-07,5718.967032
1_10_2013-06-14,5733.420705
1_10_2013-06-21,5827.444834
1_10_2013-06-28,5906.599661
1_10_2013-07-05,5750.214769
1_10_2013-07-12,5798.940547
1_10_2013-07-19,5889.125213
1_10_2013-07-26,5999.529572
1_11_2012-11-02,4040.275809
1_11_2012-11-09,4164.114702
1_11_2012-11-16,4002.429352
1_11_2012-11-23,6573.494298
1_11_2012-11-30,3956.303691
1_11_2012-12-07,4108.774039
1_11_2012-12-14,3785.448961
1_11_2012-12-21,3908.407737
1_11_2012-12-28,3926.23064
1_11_2013-01-04,3525.643166
1_11_2013-01-11,3793.167764
1_11_2013-01-18,3726.367621
1_11_2013-01-25,3854.287023
1_11_2013-02-01,3862.497614
1_11_2013-02-08,4934.797377
1_11_2013-02-15,4355.665108
1_11_2013-02-22,4236.883474
1_11_2013-03-01,4300.780668
1_11_2013-03-08,4223.026485
1_11_2013-03-15,4230.760376
1_11_2013-03-22,4488.859822
1_11_2013-03-29,4301.509549
1_11_2013-04-05,4377.298737
1_11_2013-04-12,4281.184959
1_11_2013-04-19,4296.331588
1_11_2013-04-26,4104.263171
1_11_2013-05-03,5349.312609
1_11_2013-05-10,5309.801833
1_11_2013-05-17,5419.991731
1_11_2013-05-24,5629.555433
1_11_2013-05-31,5622.272736
1_11_2013-06-07,5565.016651
1_11_2013-06-14,5577.492037
1_11_2013-06-21,5666.396042
1_11_2013-06-28,5741.116158
1_11_2013-07-05,5593.404907
1_11_2013-07-12,5641.313433
1_11_2013-07-19,5724.642887
1_11_2013-07-26,5827.824901
1_12_2012-11-02,3920.071619
1_12_2012-11-09,4037.75185
1_12_2012-11-16,3888.054409
1_12_2012-11-23,6399.475459
1_12_2012-11-30,3847.256148
1_12_2012-12-07,3987.791035
1_12_2012-12-14,3683.986587
1_12_2012-12-21,3801.303995
1_12_2012-12-28,3813.033257
1_12_2013-01-04,3437.863195
1_12_2013-01-11,3689.684355
1_12_2013-01-18,3627.76904
1_12_2013-01-25,3747.81445
1_12_2013-02-01,3751.778209
1_12_2013-02-08,4751.989225
1_12_2013-02-15,4216.541641
1_12_2013-02-22,4100.589671
1_12_2013-03-01,4161.633492
1_12_2013-03-08,4088.712765
1_12_2013-03-15,4095.428595
1_12_2013-03-22,4337.072013
1_12_2013-03-29,4164.429389
1_12_2013-04-05,4235.711661
1_12_2013-04-12,4144.874632
1_12_2013-04-19,4160.237519
1_12_2013-04-26,3980.76914
1_12_2013-05-03,5216.080176
1_12_2013-05-10,5178.50889
1_12_2013-05-17,5282.145331
1_12_2013-05-24,5480.908024
1_12_2013-05-31,5473.82542
1_12_2013-06-07,5419.439234
1_12_2013-06-14,5430.109841
1_12_2013-06-21,5514.209846
1_12_2013-06-28,5584.761442
1_12_2013-07-05,5445.207974
1_12_2013-07-12,5492.261171
1_12_2013-07-19,5569.233308
1_12_2013-07-26,5665.671113
1_13_2012-11-02,3808.44695
1_13_2012-11-09,3920.42654
1_13_2012-11-16,3781.704693
1_13_2012-11-23,6238.40188
1_13_2012-11-30,3745.755695
1_13_2012-12-07,3875.34696
1_13_2012-12-14,3589.523118
1_13_2012-12-21,3701.593233
1_13_2012-12-28,3707.82877
1_13_2013-01-04,3356.019522
1_13_2013-01-11,3593.366534
1_13_2013-01-18,3535.962445
1_13_2013-01-25,3648.744198
1_13_2013-02-01,3648.946445
1_13_2013-02-08,4584.028463
1_13_2013-02-15,4087.660577
1_13_2013-02-22,3974.396017
1_13_2013-03-01,4032.750991
1_13_2013-03-08,3964.247373
1_13_2013-03-15,3970.03926
1_13_2013-03-22,4196.625137
1_13_2013-03-29,4037.375735
1_13_2013-04-05,4104.480865
1_13_2013-04-12,4018.489507
1_13_2013-04-19,4034.003271
1_13_2013-04-26,3866.093879
1_13_2013-05-03,5090.165285
1_13_2013-05-10,5054.428953
1_13_2013-05-17,5152.20669
1_13_2013-05-24,5340.712251
1_13_2013-05-31,5333.834408
1_13_2013-06-07,5282.535097
1_13_2013-06-14,5291.489657
1_13_2013-06-21,5370.488936
1_13_2013-06-28,5437.053064
1_13_2013-07-05,5305.723479
1_13_2013-07-12,5351.548464
1_13_2013-07-19,5422.417621
1_13_2013-07-26,5512.554149
1_14_2012-11-02,3704.727167
1_14_2012-11-09,3811.430007
1_14_2012-11-16,3682.765919
1_14_2012-11-23,6089.333093
1_14_2012-11-30,3651.239419
1_14_2012-12-07,3770.780109
1_14_2012-12-14,3501.537307
1_14_2012-12-21,3608.722595
1_14_2012-12-28,3609.998585
1_14_2013-01-04,3279.682147
1_14_2013-01-11,3503.679404
1_14_2013-01-18,3450.444554
1_14_2013-01-25,3556.516584
1_14_2013-02-01,3553.386242
1_14_2013-02-08,4430.509159
1_14_2013-02-15,3968.18383
1_14_2013-02-22,3858.871174
1_14_2013-03-01,3913.293283
1_14_2013-03-08,3848.827785
1_14_2013-03-15,3853.776915
1_14_2013-03-22,4066.572261
1_14_2013-03-29,3919.53385
1_14_2013-04-05,3982.770777
1_14_2013-04-12,3901.228499
1_14_2013-04-19,3916.838896
1_14_2013-04-26,3759.544431
1_14_2013-05-03,4971.194336
1_14_2013-05-10,4937.199557
1_14_2013-05-17,5029.499735
1_14_2013-05-24,5209.012299
1_14_2013-05-31,5202.251207
1_14_2013-06-07,5153.508904
1_14_2013-06-14,5160.968702
1_14_2013-06-21,5235.694925
1_14_2013-06-28,5298.144776
1_14_2013-07-05,5174.494839
1_14_2013-07-12,5219.38223
1_14_2013-07-19,5284.455907
1_14_2013-07-26,5368.076698
1_16_2012-11-02,3518.609776
1_16_2012-11-09,3615.889978
1_16_2012-11-16,3504.934917
1_16_2012-11-23,5817.661888
1_16_2012-11-30,3481.138716
1_16_2012-12-07,3582.934097
1_16_2012-12-14,3343.134254
1_16_2012-12-21,3441.529869
1_16_2012-12-28,3434.260105
1_16_2013-01-04,3141.980876
1_16_2013-01-11,3342.263118
1_16_2013-01-18,3296.468667
1_16_2013-01-25,3390.59446
1_16_2013-02-01,3381.888488
1_16_2013-02-08,4159.146892
1_16_2013-02-15,3754.498308
1_16_2013-02-22,3654.621582
1_16_2013-03-01,3703.376817
1_16_2013-03-08,3645.167332
1_16_2013-03-15,3648.708275
1_16_2013-03-22,3838.023184
1_16_2013-03-29,3709.51141
1_16_2013-04-05,3764.925716
1_16_2013-04-12,3691.237312
1_16_2013-04-19,3706.909138
1_16_2013-04-26,3568.357926
1_16_2013-05-03,4752.699066
1_16_2013-05-10,4721.925873
1_16_2013-05-17,4804.303364
1_16_2013-05-24,4967.437135
1_16_2013-05-31,4960.79854
1_16_2013-06-07,4916.707924
1_16_2013-06-14,4921.566528
1_16_2013-06-21,4988.514674
1_16_2013-06-28,5044.184394
1_16_2013-07-05,4931.711221
1_16_2013-07-12,4976.815947
1_16_2013-07-19,5032.053152
1_16_2013-07-26,5104.961664
1_17_2012-11-02,3435.148484
1_17_2012-11-09,3528.224602
1_17_2012-11-16,3425.069172
1_17_2012-11-23,5695.285066
1_17_2012-11-30,3404.654415
1_17_2012-12-07,3498.609931
1_17_2012-12-14,3271.885031
1_17_2012-12-21,3366.328024
1_17_2012-12-28,3355.371469
1_17_2013-01-04,3079.926897
1_17_2013-01-11,3269.675758
1_17_2013-01-18,3227.201683
1_17_2013-01-25,3316.010852
1_17_2013-02-01,3306.829977
1_17_2013-02-08,4039.193445
1_17_2013-02-15,3658.981932
1_17_2013-02-22,3563.842748
1_17_2013-03-01,3610.331233
1_17_2013-03-08,3555.119533
1_17_2013-03-15,3557.958539
1_17_2013-03-22,3736.634453
1_17_2013-03-29,3617.519452
1_17_2013-04-05,3667.97888
1_17_2013-04-12,3598.211846
1_17_2013-04-19,3612.902252
1_17_2013-04-26,3482.628448
1_17_2013-05-03,4649.858681
1_17_2013-05-10,4621.209623
1_17_2013-05-17,4701.133923
1_17_2013-05-24,4856.811848
1_17_2013-05-31,4850.186904
1_17_2013-06-07,4808.028593
1_17_2013-06-14,4807.297557
1_17_2013-06-21,4873.708294
1_17_2013-06-28,4927.062767
1_17_2013-07-05,4813.81114
1_17_2013-07-12,4863.507561
1_17_2013-07-19,4916.509988
1_17_2013-07-26,4984.580732
1_18_2012-11-02,3357.456807
1_18_2012-11-09,3446.629877
1_18_2012-11-16,3350.658354
1_18_2012-11-23,5582.437215
1_18_2012-11-30,3333.344841
1_18_2012-12-07,3420.065798
1_18_2012-12-14,3205.439808
1_18_2012-12-21,3296.199603
1_18_2012-12-28,3281.887468
1_18_2013-01-04,3021.988273
1_18_2013-01-11,3201.990828
1_18_2013-01-18,3162.602191
1_18_2013-01-25,3246.480191
1_18_2013-02-01,3237.661781
1_18_2013-02-08,3928.508885
1_18_2013-02-15,3571.18831
1_18_2013-02-22,3479.797346
1_18_2013-03-01,3524.181095
1_18_2013-03-08,3471.716796
1_18_2013-03-15,3473.914933
1_18_2013-03-22,3642.840231
1_18_2013-03-29,3532.320558
1_18_2013-04-05,3579.635635
1_18_2013-04-12,3513.025884
1_18_2013-04-19,3526.559206
1_18_2013-04-26,3402.970697
1_18_2013-05-03,4549.043283
1_18_2013-05-10,4521.855938
1_18_2013-05-17,4599.95175
1_18_2013-05-24,4747.137087
1_18_2013-06-07,4698.854241
1_18_2013-07-05,4702.634073
1_19_2012-11-02,3287.283482
1_19_2012-11-09,3371.184113
1_19_2012-11-16,3281.311979
1_19_2012-11-23,5478.534583
1_19_2012-11-30,3266.850763
1_19_2012-12-07,3346.886425
1_19_2012-12-14,3143.465579
1_19_2012-12-21,3230.790763
1_19_2012-12-28,3213.419055
1_19_2013-01-04,2967.889831
1_19_2013-01-11,3138.865263
1_19_2013-01-18,3102.347602
1_19_2013-01-25,3181.649355
1_19_2013-02-01,3173.473968
1_19_2013-02-08,3828.254966
1_19_2013-02-15,3491.339089
1_19_2013-02-22,3401.942936
1_19_2013-03-01,3444.369234
1_19_2013-03-08,3394.426021
1_19_2013-03-15,3396.035737
1_19_2013-03-22,3556.014019
1_19_2013-03-29,3453.370493
1_19_2013-04-05,3497.787651
1_19_2013-04-12,3434.076897
1_19_2013-04-19,3447.466167
1_19_2013-04-26,3331.009119
1_19_2013-05-03,4453.963013
1_19_2013-05-10,4428.162301
1_19_2013-05-17,4501.958474
1_19_2013-05-24,4642.154606
1_19_2013-05-31,4635.199169
1_19_2013-06-07,4595.916146
1_19_2013-06-14,4592.725453
1_19_2013-06-21,4652.426466
1_19_2013-06-28,4699.875177
1_19_2013-07-05,4597.832285
1_19_2013-07-12,4646.133093
1_19_2013-07-19,4695.505487
1_19_2013-07-26,4756.11823
1_20_2012-11-02,3222.305719
1_20_2012-11-09,3302.881665
1_20_2012-11-16,3216.688778
1_20_2012-11-23,5374.229971
1_20_2012-11-30,3204.843125
1_20_2012-12-07,3278.692464
1_20_2012-12-14,3085.657715
1_20_2012-12-21,3169.782148
1_20_2012-12-28,3149.610949
1_20_2013-01-04,2917.372926
1_20_2013-01-11,3079.984375
1_20_2013-01-18,3046.139036
1_20_2013-01-25,3121.191441
1_20_2013-02-01,3113.887549
1_20_2013-02-08,3738.218663
1_20_2013-02-15,3417.367611
1_20_2013-02-22,3333.558943
1_20_2013-03-01,3370.391649
1_20_2013-03-08,3322.763323
1_20_2013-03-15,3323.833114
1_20_2013-03-22,3475.592902
1_20_2013-03-29,3380.178188
1_20_2013-04-05,3421.921227
1_20_2013-04-12,3360.875611
1_20_2013-04-19,3374.123344
1_20_2013-04-26,3264.231607
1_20_2013-05-03,4364.335156
1_20_2013-05-10,4339.851027
1_20_2013-05-17,4409.611954
1_20_2013-05-24,4543.234872
1_20_2013-05-31,4536.350562
1_20_2013-06-07,4498.900337
1_20_2013-06-14,4494.615426
1_20_2013-06-21,4551.266925
1_20_2013-06-28,4596.021041
1_20_2013-07-05,4499.078516
1_20_2013-07-12,4546.700017
1_20_2013-07-19,4592.318444
1_20_2013-07-26,4648.74686
1_21_2012-11-02,3161.989702
1_21_2012-11-09,3239.501764
1_21_2012-11-16,3159.057656
1_21_2012-11-23,5274.04215
1_21_2012-11-30,3148.812019
1_21_2012-12-07,3217.376706
1_21_2012-12-14,3032.550752
1_21_2012-12-21,3112.875595
1_21_2012-12-28,3090.137689
1_21_2013-01-04,2870.204236
1_21_2013-01-11,3025.060778
1_21_2013-01-18,2995.002995
1_21_2013-01-25,3066.786216
1_21_2013-02-01,3052.461148
1_21_2013-02-08,3655.237663
1_21_2013-02-15,3349.278906
1_21_2013-02-22,3270.410027
1_21_2013-03-01,3304.397621
1_21_2013-03-08,3257.882912
1_21_2013-03-15,3258.480314
1_21_2013-03-22,3404.046954
1_21_2013-03-29,3312.298555
1_21_2013-04-05,3351.573675
1_21_2013-04-12,3292.973706
1_21_2013-04-19,3306.088882
1_21_2013-04-26,3202.24732
1_21_2013-05-03,4279.899988
1_21_2013-05-10,4256.663828
1_21_2013-05-17,4322.635584
1_21_2013-05-24,4450.079004
1_21_2013-05-31,4443.240317
1_21_2013-06-07,4407.51081
1_21_2013-06-14,4402.209274
1_21_2013-06-21,4455.996622
1_21_2013-06-28,4498.214205
1_21_2013-07-05,4406.063826
1_21_2013-07-12,4453.027575
1_21_2013-07-19,4495.144933
1_21_2013-07-26,4547.649825
1_22_2012-11-02,3105.991645
1_22_2012-11-09,3180.676556
1_22_2012-11-16,3105.545839
1_22_2012-11-23,5181.941345
1_22_2012-11-30,3097.495824
1_22_2012-12-07,3160.698265
1_22_2012-12-14,2984.827948
1_22_2012-12-21,3060.042366
1_22_2012-12-28,3034.703625
1_22_2013-01-04,2826.166427
1_22_2013-01-11,2974.911008
1_22_2013-01-18,2948.626051
1_22_2013-01-25,3016.696436
1_22_2013-02-01,2996.255635
1_22_2013-02-08,3578.719595
1_22_2013-02-15,3290.311083
1_22_2013-02-22,3212.049665
1_22_2013-03-01,3244.526691
1_22_2013-03-08,3199.827897
1_22_2013-03-15,3199.916268
1_22_2013-03-22,3338.786477
1_22_2013-03-29,3252.94887
1_22_2013-04-05,3287.559371
1_22_2013-04-12,3230.410696
1_22_2013-04-19,3242.960084
1_22_2013-04-26,3144.702772
1_22_2013-05-03,4200.40928
1_22_2013-05-10,4178.359302
1_22_2013-05-17,4240.771075
1_22_2013-05-24,4362.401414
1_22_2013-05-31,4355.585718
1_22_2013-06-07,4321.475267
1_22_2013-06-14,4315.228234
1_22_2013-06-21,4366.319909
1_22_2013-06-28,4406.149683
1_22_2013-07-05,4318.505501
1_22_2013-07-12,4364.82874
1_22_2013-07-19,4403.684637
1_22_2013-07-26,4452.504893
1_23_2012-11-02,3056.744263
1_23_2012-11-09,3127.180186
1_23_2012-11-16,3055.863787
1_23_2012-11-23,5097.493604
1_23_2012-11-30,3049.846662
1_23_2012-12-07,3108.081653
1_23_2012-12-14,2940.500239
1_23_2012-12-21,3013.172736
1_23_2012-12-28,2983.035204
1_23_2013-01-04,2785.062101
